year,journal,doi,title,affiliation_cntr,studysite,appl_domaine,application,platform,sensor_type,m_misc,m_ge,m_wv,m_wv1,m_vw2,m_vw3,m_vw4,m_landsat5,m_landsat7,m_landsat8,m_modis,m_aster,m_jl1,m_gf1,m_gf2,m_s2,m_quickbird,m_spot5,m_spot6,m_rapideye,m_ikonos,m_zy3,m_ps_dove,m_pleiades,m_geoeye1,m_superview,m_terrasarx,m_s1,m_gf3,m_tandemx,m_radarsat1,m_radarsat2,m_alospalsar,m_ers2,m_envisat_asar,task,arch_group,architecture,arch_family,conv_backbone,backbone_family,dl_framework,keras_backend,ds_custom,ds_misc,ds_isprs_potsdam,ds_isprs_vaihingen,ds_ieee_zeebruges,ds_lcz42,ds_hrsc2016,ds_munich3k,ds_busy_parking_lot,ds_aeriallanes18,ds_vedai,ds_dg_roads,ds_ma_roads,ds_ma_building,ds_cheng_roads,ds_dota,ds_nwpuvhr10,ds_nwpuresisc45,ds_zhang_aircraft,ds_sn_building,ds_gid,ds_inria,ds_whubuilding_aer,ds_whu_building_sat,ds_whu_rsone,ds_ucas_aod,ds_ssdd,ds_opensarship,ds_soris,ds_oirds,ds_airuvsar,ds_rsod,ds_eurosat,ds_deepsat,ds_roadtracer
2019,MDPI Remote Sensing,10.3390/rs11141678,   Finer Resolution Mapping of Marine Aquaculture Areas Using WorldView-2 Imagery and a Hierarchical Cascade Convolutional Neural Network,China,China,agriculture,aquaculture,Satellite,Multispectral,,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,U-Net,U-Net,VGG-16,Vintage,Keras,TensorFlow,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,MDPI Remote Sensing,10.3390/rs11242939,   A Deep Learning Semantic Segmentation-Based Approach for Field-Level Sorghum Panicle Counting,USA,USA,agriculture,single crop plant,UAV,Optical,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,SegNet,SegNet,VGG-16,Vintage,Matlab,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,MDPI Remote Sensing,10.3390/rs11101157,   Fig Plant Segmentation from Aerial Images Using a Deep Convolutional Encoder-Decoder Network,Mexico,Mexico,agriculture,single crop plant,UAV,Optical,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,SegNet,SegNet,custom,custom,Keras,TensorFlow,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,MDPI Remote Sensing,10.3390/rs11222641,   Integrating the Continuous Wavelet Transform and a Convolutional Neural Network to Identify Vineyard Using Time Series Satellite Images,China,China,agriculture,single crop plant,Satellite,Multispectral,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,custom,custom,custom,custom,custom,Keras,TensorFlow,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,MDPI Remote Sensing,10.3390/rs11050523,   Temporal Convolutional Neural Network for the Classification of Satellite Image Time Series,Australia,France,agriculture,multiple crop types,Satellite,Multispectral,Formosat-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,custom,custom,custom,custom,custom,Keras,TensorFlow,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,MDPI Remote Sensing,10.3390/rs11070888,   Smallholder Crop Area Mapped with a Semantic Segmentation Deep Learning Method,China,China,agriculture,farmland mapping,Satellite,Optical,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,DeepLab-V3+,DeepLab,ResNet-101,ResNet,TensorFlow,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,MDPI Remote Sensing,10.3390/rs11172008,   Mapping Plastic Mulched Farmland for High Resolution Images of Unmanned Aerial Vehicle Using Deep Semantic Segmentation,China,China,agriculture,farmland mapping,UAV,Multispectral,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,SegNet,SegNet,custom,custom,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,MDPI Remote Sensing,10.3390/rs11232881,   Next Generation Mapping: Combining Deep Learning Cloud Computing and Big Remote Sensing Data,Brazil,Brazil,agriculture,farmland mapping,Satellite,Multispectral,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,U-Net,U-Net,custom,custom,Keras,TensorFlow,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,MDPI Remote Sensing,10.3390/rs12010059,   Delineation of Agricultural Field Boundaries from Sentinel-2 Images Using a Novel Super-Resolution Contour Detector Based on Fully Convolutional Networks,Netherlands,Netherlands,agriculture,farmland mapping,Satellite,Multispectral,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Naive-decoder,FCN,FCN,custom,custom,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,MDPI Remote Sensing,10.3390/rs11091128,   DisCountNet: Discriminating and Counting Network for Real-Time Counting and Localization of Sparse Objects in High-Resolution UAV Imagery,USA,USA,agriculture,livestock,UAV,Optical,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,U-Net,U-Net,custom,custom,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,MDPI Remote Sensing,10.3390/rs11030312,   Large Scale Palm Tree Detection in High Resolution Satellite Images Using U-Net,Germany,Asia,agriculture,oil palm,Satellite,Multispectral,,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,U-Net,U-Net,custom,custom,Keras,TensorFlow,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,MDPI Remote Sensing,10.3390/rs11010074,   Detection of Glacier Calving Margins with Convolutional Neural Networks: A Case Study,USA,Greenland,cryosphere,glacier margin,Satellite,Multispectral,,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,U-Net,U-Net,custom,custom,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,MDPI Remote Sensing,10.3390/rs11212529,   Automated Extraction of Antarctic Glacier and Ice Shelf Fronts from Sentinel-1 Imagery Using Deep Learning,Germany,Antarctica,cryosphere,glacier margin,Satellite,SAR,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,IS,Encoder-decoder,U-Net,U-Net,custom,custom,Keras,TensorFlow,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,MDPI Remote Sensing,10.3390/rs11091006,   Integrating Multitemporal Sentinel-1/2 Data for Coastal Land Cover Classification Using a Multibranch Convolutional Neural Network: A Case of the Yellow River Delta,China,China,general LCLU,general LCLU,Satellite,Multispectral + SAR,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,IS,patch based,ResNet,ResNet,ResNet,ResNet,TensorFlow,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,MDPI Remote Sensing,10.3390/rs11192211,   Where’s the Rock: Using Convolutional Neural Networks to Improve Land Cover Classification,USA,USA,other,other,Aircraft,Multispectral,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,patch based,VGG-16,Vintage,VGG-16,Vintage,TensorFlow,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,MDPI Remote Sensing,10.3390/rs11111340,   Dual and Single Polarized SAR Image Classification Using Compact Convolutional Neural Networks,Finland,Europe,general LCLU,general LCLU,Satellite,SAR,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,IS,patch based,custom,custom,custom,custom,Keras,TensorFlow,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,MDPI Remote Sensing,10.3390/rs11182142,   Deep Residual Autoencoder with Multiscaling for Semantic Segmentation of Land-Use Images,China,Multilocal,general LCLU,general LCLU,Satellite,Multispectral,,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,U-Net,U-Net,ResNet,ResNet,Keras,TensorFlow,NA,DSTL kaggle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,MDPI Remote Sensing,10.3390/rs11010083,   Semantic Segmentation on Remotely Sensed Images Using an Enhanced Global Convolutional Network with Channel Attention and Domain Specific Transfer Learning,Thailand,Thailand,general LCLU,general LCLU,Satellite,Multispectral,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,U-Net,U-Net,ResNet-152,ResNet,TensorFlow,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,MDPI Remote Sensing,10.3390/rs11212586,   Attention Graph Convolution Network for Image Segmentation in Big SAR Imagery Data,China,China,general LCLU,general LCLU,Aircraft,SAR,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,patch based,custom,custom,custom,custom,Pytorch,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,MDPI Remote Sensing,10.3390/rs11141674,   Water-Quality Classification of Inland Lakes Using Landsat8 Images by Convolutional Neural Networks,China,China,general LCLU,waterbody,Satellite,Multispectral,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,patch based,ZFNet,Vintage,ZFNet,Vintage,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,MDPI Remote Sensing,10.3390/rs11070772,   Assessment of Convolution Neural Networks for Wetland Mapping with Landsat in the Central Canadian Boreal Forest Region,Canada,Canada,general LCLU,wetlands,Satellite,Multispectral + SAR,,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,IS,patch based,ResNet,ResNet,ResNet,ResNet,TensorFlow,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,MDPI Remote Sensing,10.3390/rs12010002,   Comparing Deep Learning and Shallow Learning for Large-Scale Wetland Classification in Alberta Canada,Canada,Canada,general LCLU,wetlands,Satellite,Multispectral + SAR,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,IS,Encoder-decoder,U-Net,U-Net,custom,custom,Keras,TensorFlow,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,MDPI Remote Sensing,10.3390/rs11030287,   Towards Real-Time Building Damage Mapping with Low-Cost UAV Solutions,Netherlands,France,natural hazards,damage assessment,UAV,Optical,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,patch based,ResNet,ResNet,ResNet,ResNet,Matlab,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,MDPI Remote Sensing,10.3390/rs11091123,   Automatic Post-Disaster Damage Mapping Using Deep-Learning Techniques for Change Detection: Case Study of the Tohoku Tsunami,France,Japan,natural hazards,damage assessment,Satellite,Multispectral,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,custom,custom,custom,custom,Pytorch,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,MDPI Remote Sensing,10.3390/rs11232765,   Structural Building Damage Detection with Deep Learning: Assessment of a State-of-the-Art CNN in Operational Conditions,Netherlands,Global,natural hazards,damage assessment,Aircraft + Satellite + UAV,Optical,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,patch based,DenseNet-121,ResNet,DenseNet-121,ResNet,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,MDPI Remote Sensing,10.3390/rs11172046,   UAV-Based Slope Failure Detection Using Deep-Learning Convolutional Neural Networks,Austria,India,natural hazards,landslide,UAV,Optical,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,patch based,custom,custom,custom,custom,TensorFlow,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,MDPI Remote Sensing,10.3390/rs11010069,   Arctic Vegetation Mapping Using Unsupervised Training Datasets and Convolutional Neural Networks,USA,USA,natural vegetation,plant species,Satellite,Multispectral + SAR,Hyperion EO-1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,IS,patch based,custom,custom,custom,custom,Keras,TensorFlow,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,MDPI Remote Sensing,10.3390/rs11171976,   Forest Damage Assessment Using Deep Learning on High Resolution Remote Sensing Data,Germany,Germany,natural vegetation,trees and forests,Aircraft,Multispectral,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,U-Net,U-Net,custom,custom,Keras,TensorFlow,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,MDPI Remote Sensing,10.3390/rs11242980,   TanDEM-X Forest Mapping Using Convolutional Neural Networks,Italy,USA,natural vegetation,trees and forests,Satellite,SAR,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,IS,Encoder-decoder,U-Net,U-Net,custom,custom,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,MDPI Remote Sensing,10.3390/rs11111382,   End-to-End Change Detection for High Resolution Satellite Images Using Improved UNet++,China,Not specified,other,other,Satellite,Multispectral,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,U-Net,U-Net,DenseNet,ResNet,Keras,TensorFlow,NA,Lebedev Change detection dataset,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,MDPI Remote Sensing,10.3390/rs11232803,"Building Footprint Extraction from Multispectral,Spaceborne Earth Observation Datasets Using aStructurally Optimized U-Net ConvolutionalNeural Network",Italy,Global,settlement,building foortprint,Satellite,Multispectral,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,U-Net,U-Net,custom,custom,Keras,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,MDPI Remote Sensing,10.3390/rs11040403,   Semantic Segmentation-Based Building Footprint Extraction Using Very High-Resolution Satellite Images and Multi-Source GIS Data,China,Global,settlement,building foortprint,Satellite,Multispectral,,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,U-Net,U-Net,custom,custom,Keras,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,MDPI Remote Sensing,10.3390/rs11070830,   Building Footprint Extraction from High-Resolution Images via Spatial Residual Inception Convolutional Neural Network,China,New Zeeland,settlement,building foortprint,Aircraft,Optical,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,U-Net,U-Net,ResNet-101,ResNet,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,MDPI Remote Sensing,10.3390/rs11161897,   Web-Net: A Novel Nest Networks with Ultra-Hierarchical Sampling for Building Extraction from Aerial Imageries,China,Global,settlement,building foortprint,Aircraft,Optical,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,U-Net,U-Net,ResNeXt-50,ResNet,Pytorch,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,MDPI Remote Sensing,10.3390/rs11242970,   Building Extraction from Very High Resolution Aerial Imagery Using Joint Attention Deep Neural Network,China,Multilocal,settlement,building foortprint,Aircraft,Optical,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,U-Net,U-Net,VGG-16,Vintage,Keras,TensorFlow,NA,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,MDPI Remote Sensing,10.3390/rs11141725,   Deep Fully Convolutional Networks for Cadastral Boundary Detection from UAV Images,Netherlands,Rwanda,settlement,cadastral boundaries,UAV,Optical,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,FCN,FCN,custom,custom,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,MDPI Remote Sensing,10.3390/rs11212505,   Application of Deep Learning for Delineation of Visible Cadastral Boundaries from Remote Sensing Imagery,Netherlands,east Africa,settlement,cadastral boundaries,UAV,Optical,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,patch based,VGG-19,Vintage,VGG-19,Vintage,Keras,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,MDPI Remote Sensing,10.3390/rs11121444,   Newly Built Construction Detection in SAR Images Using Deep Learning,Japan,Asia,settlement,settlement changes,Satellite,SAR,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,IS,Encoder-decoder,U-Net,U-Net,custom,custom,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,MDPI Remote Sensing,10.3390/rs11121461,   Land Cover Classification from fused DSM and UAV Images Using Convolutional Neural Networks,Australia,Malaysia,settlement,informal settlements,UAV,Optical,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,patch based,custom,custom,custom,custom,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
